Gender,Age,Time1(Floored to Hour),Time2(Floored to Hour),Time3(Floored to Hour),Time4(Floored to Hour),Time5(Floored to Hour),Time6(Floored to Hour),Time7(Floored to Hour)
M,17,4,8,12,15,19,21,0
F,35,4,10,13,14,18,22,1
M,38,5,10,12,14,18,20,2
F,43,5,11,12,14,20,21,1
M,25,5,11,13,15,17,20,2
F,41,7,10,12,15,18,21,2
M,28,6,9,13,15,20,23,0
F,43,7,9,13,15,16,20,0
F,16,6,11,13,15,17,22,1
M,13,4,11,12,14,16,20,0
F,21,6,10,12,15,19,22,2
M,18,7,10,13,15,17,21,0
M,45,7,8,13,14,16,20,2
F,29,6,11,12,15,16,22,1
F,43,4,11,13,15,16,22,2
F,21,4,11,13,15,20,20,3
M,39,7,9,12,14,18,20,2
F,12,6,11,12,15,20,21,3
F,34,4,8,13,15,19,20,2
F,37,6,8,13,15,17,23,1
M,16,6,8,12,15,18,23,1
M,44,6,9,13,14,16,20,1
M,36,7,10,12,15,16,20,1
M,27,5,11,13,15,19,23,1
M,31,5,9,13,14,18,21,0
F,40,7,8,12,14,16,23,1
M,35,5,11,13,14,18,20,2
F,43,6,11,12,14,17,20,1
F,22,5,10,13,15,19,22,1
F,21,7,10,13,14,16,23,3
F,37,4,9,13,15,16,20,3
M,36,7,11,13,15,17,23,0
F,30,4,8,13,14,20,23,2
F,33,4,8,12,15,19,23,1
F,24,4,11,12,14,16,23,2
M,16,7,10,13,15,17,22,3
F,12,5,8,12,15,20,22,2
M,18,5,10,13,15,17,21,1
F,27,5,9,13,15,20,21,3
F,12,5,8,13,15,17,23,2
F,41,4,10,13,15,19,21,0
M,43,7,8,13,14,18,20,0
M,21,5,8,13,14,16,22,2
M,32,4,11,12,15,17,23,3
M,25,6,8,13,15,18,20,3
M,15,5,9,12,14,20,23,3
M,19,5,10,13,14,17,23,3
M,24,4,8,12,14,19,20,3
F,33,7,10,13,14,20,23,1
M,22,7,10,12,15,16,20,1
F,38,7,9,12,15,16,23,3
M,28,4,11,13,15,18,23,1
M,43,5,9,13,14,19,22,2
F,38,6,10,12,14,18,21,2
M,13,4,11,13,15,18,20,0
F,45,7,8,13,14,18,23,1
M,10,5,8,12,15,18,23,2
M,23,5,10,13,15,20,20,0
M,29,5,11,12,15,19,21,1
M,21,7,10,13,15,18,21,3
F,34,6,9,13,14,16,20,2
M,35,4,9,13,15,17,22,0
F,24,4,11,12,14,19,20,2
M,16,5,9,13,15,19,22,0
F,28,7,10,13,14,17,22,0
F,36,5,10,12,14,16,20,1
M,32,4,9,12,15,18,22,2
M,29,7,10,12,14,20,21,2
M,38,6,11,13,14,17,23,3
M,24,6,10,13,14,20,22,0
M,44,5,9,12,15,16,20,3
M,33,5,11,13,14,19,22,0
F,39,5,11,13,15,18,23,2
M,41,4,9,13,15,16,23,3
M,13,6,10,13,14,20,23,1
F,15,4,9,13,14,20,23,3
F,29,6,8,12,15,20,21,3
F,30,5,10,12,15,19,22,3
M,24,4,11,13,14,16,22,1
F,10,4,9,13,14,17,23,2
F,45,4,10,12,15,17,21,3
M,21,6,11,12,14,17,22,0
F,27,6,10,12,14,18,20,0
M,33,4,8,13,15,17,21,0
M,13,4,10,12,14,20,22,0
F,30,5,8,12,14,19,23,0
F,35,7,11,13,15,20,23,0
F,20,7,11,12,15,17,20,0
M,29,7,9,13,14,17,22,3
F,45,5,9,13,15,20,21,2
F,33,6,8,13,15,18,23,3
F,18,5,11,13,14,17,21,3
M,34,4,11,12,15,20,21,0
F,29,6,9,12,15,17,22,0
M,40,7,8,12,14,20,23,3
M,38,7,9,13,15,18,22,3
M,34,6,9,13,14,20,21,1
F,37,6,9,12,14,20,22,0
F,28,5,9,13,14,18,23,2
M,35,5,10,13,15,17,22,3
M,32,7,11,12,15,16,20,0
F,45,4,11,12,14,20,20,3
M,33,4,9,13,15,16,23,2
M,17,4,11,13,15,16,23,2
M,17,7,10,12,15,16,22,0
M,31,7,9,12,14,16,22,1
M,32,7,8,13,15,18,20,1
M,20,7,9,12,14,20,22,0
M,40,5,8,13,15,20,21,0
F,34,4,9,13,14,16,21,1
M,13,6,8,12,15,19,21,2
M,45,6,9,12,15,17,22,0
M,33,5,8,13,14,17,21,1
M,40,7,11,12,15,19,23,1
M,11,7,8,12,14,17,22,2
M,29,6,11,12,14,19,23,3
F,30,5,10,12,15,17,23,3
F,35,5,8,12,15,20,22,2
F,35,5,9,12,15,16,20,3
F,29,5,11,12,15,17,20,3
M,36,5,11,12,15,20,21,0
M,27,6,8,13,14,19,21,2
F,22,5,8,12,14,18,21,1
M,11,7,8,12,14,19,22,2
M,33,5,8,13,15,18,20,3
F,34,7,9,12,14,17,22,1
F,44,6,10,13,15,18,20,0
M,16,6,10,13,14,18,20,0
F,41,5,11,12,15,17,22,3
M,11,6,8,13,14,17,20,1
M,32,7,10,12,14,20,23,3
M,14,5,9,12,15,17,20,0
M,23,7,9,13,15,20,22,2
M,34,5,10,12,15,16,22,0
M,29,6,9,12,15,17,23,2
F,34,7,8,12,14,20,22,1
F,30,6,8,13,14,20,22,3
M,22,4,9,13,14,20,20,2
F,12,6,9,12,14,19,23,2
F,11,6,11,13,14,20,22,0
F,28,4,9,12,14,16,22,1
F,27,5,9,13,15,20,21,2
F,31,7,9,12,14,16,21,3
F,24,5,10,12,15,20,23,0
M,29,4,8,12,15,17,22,0
F,45,7,8,13,15,17,23,2
F,30,6,11,12,15,19,21,2
M,33,4,9,13,15,16,23,3
F,28,4,9,12,14,17,22,0
M,36,7,8,12,14,16,20,1
F,16,6,11,12,14,18,20,3
M,25,4,8,12,14,18,22,0
F,10,4,8,12,15,20,22,0
F,33,6,9,13,15,17,21,0
M,19,6,10,12,15,20,23,3
M,32,5,9,13,14,17,21,0
F,38,4,8,12,14,20,20,0
F,29,6,10,13,15,19,20,3
M,27,5,8,13,15,18,20,2
F,44,7,9,13,15,19,22,2
M,45,7,9,13,15,20,20,0
F,29,5,8,12,14,19,23,2
F,20,7,10,13,14,20,20,1
F,17,4,9,12,15,18,22,1
F,10,5,9,13,15,17,20,1
M,19,6,11,13,15,18,20,0
M,35,6,11,12,15,18,21,1
M,11,5,10,12,14,19,20,1
M,22,4,10,12,15,20,21,1
M,22,7,11,13,15,20,21,1
F,25,5,8,13,15,18,22,0
F,22,6,9,13,14,19,22,1
F,30,4,9,12,14,18,20,2
M,30,7,10,13,14,16,20,1
F,11,5,8,12,15,18,23,2
F,35,7,11,12,14,16,22,1
F,20,4,8,12,15,18,21,2
M,42,7,9,12,15,20,20,0
F,25,4,11,12,14,19,23,3
F,40,6,10,12,15,17,22,0
M,29,5,10,12,15,20,20,3
M,39,4,9,13,14,16,23,2
M,23,7,11,12,14,19,21,1
F,11,6,9,12,14,18,22,2
M,43,4,8,12,14,18,21,0
M,22,7,8,13,14,16,22,1
F,16,4,10,13,15,17,20,2
F,14,6,10,13,15,20,23,1
F,29,4,10,12,15,17,22,2
M,11,6,8,13,15,17,21,3
M,18,6,8,12,14,16,21,3
F,40,6,8,12,15,18,23,1
M,42,4,11,13,14,17,21,1
F,35,4,9,12,14,16,23,0
F,22,4,8,13,15,20,20,3
M,10,5,8,12,15,17,21,2
M,30,6,8,13,14,19,22,3
M,28,5,8,12,15,16,22,0
F,25,5,10,12,14,18,21,3
M,23,6,11,12,15,20,21,0
M,40,6,9,13,15,20,23,0
F,37,6,10,12,15,16,23,2
F,35,5,9,13,15,18,21,0
F,35,7,9,12,14,16,20,0
M,27,7,10,12,14,20,21,3
M,11,4,9,12,15,17,21,0
F,34,7,10,12,15,18,21,0
M,18,7,11,13,15,19,20,0
F,19,7,9,12,14,18,20,0
F,22,7,8,13,15,20,20,2
F,40,7,9,13,15,16,23,0
F,22,6,9,13,15,19,23,1
F,12,7,11,12,14,18,21,2
F,32,4,11,13,15,18,20,1
M,45,5,10,12,15,16,21,1
M,30,4,9,13,14,18,21,3
M,40,6,9,13,15,17,22,0
F,25,5,10,13,15,18,20,0
M,21,6,11,12,14,16,21,2
M,36,7,11,12,15,18,21,0
F,15,4,8,13,15,17,23,3
F,19,5,10,12,14,18,22,3
F,13,5,8,12,15,19,23,1
M,10,7,10,12,15,17,21,3
M,38,4,8,12,15,16,20,2
F,14,4,10,12,14,16,20,3
M,41,4,11,12,15,18,20,3
F,39,6,10,13,15,18,23,3
F,29,7,10,13,15,17,22,1
F,22,4,8,13,14,17,22,3
F,26,6,8,13,15,19,22,1
F,32,6,9,13,15,20,21,2
F,44,6,11,13,15,19,21,0
F,28,5,8,12,14,16,20,2
M,35,5,10,13,14,17,20,3
F,16,7,8,12,14,19,23,2
M,43,5,9,12,15,18,21,0
M,11,7,9,13,15,19,22,2
M,12,4,11,13,14,20,21,2
F,35,6,9,13,15,20,21,1
F,19,6,11,13,15,16,22,0
F,16,6,9,13,14,20,21,0
F,15,4,11,12,15,18,23,1
M,38,7,10,12,15,19,20,3
M,27,7,9,13,14,16,23,2
F,35,4,10,12,15,20,20,3
M,35,6,9,12,14,18,20,3
F,41,5,9,12,14,16,23,2
M,22,5,11,12,15,18,22,0
M,13,7,11,13,14,16,21,0
M,18,4,10,12,15,16,23,2
F,11,7,8,12,15,18,22,0
M,43,4,10,12,14,20,22,3
M,28,4,8,12,15,17,21,1
F,13,7,9,12,15,17,23,0
F,19,7,9,13,15,16,21,1
M,41,6,8,12,15,17,23,3
F,19,6,8,12,14,17,22,1
F,32,7,10,12,14,20,22,3
M,27,6,11,12,15,20,20,3
M,17,6,8,12,14,20,20,3
F,12,7,8,13,15,18,21,0
F,34,5,11,12,15,19,21,2
M,10,6,11,13,14,19,22,3
F,28,4,11,13,14,18,20,2
M,40,5,10,13,14,19,20,2
M,33,4,11,12,14,18,21,2
F,11,4,11,13,14,17,23,1
M,12,6,9,12,14,17,20,0
F,36,4,8,13,15,18,22,1
M,11,6,11,12,15,19,23,0
M,11,4,11,13,14,19,21,3
F,30,6,10,12,15,20,21,0
F,44,5,10,13,15,19,23,3
F,22,4,9,12,15,20,21,1
M,44,7,8,13,15,20,23,1
F,37,6,10,12,15,17,22,1
F,16,6,10,13,15,17,23,2
F,28,4,11,12,14,19,20,0
F,25,5,11,12,15,20,23,0
M,40,5,9,13,15,17,21,3
M,33,6,9,13,14,16,23,3
F,40,4,8,13,14,17,23,0
F,33,5,10,13,15,20,22,2
M,14,4,11,13,15,16,23,1
F,14,6,8,13,14,19,23,1
F,24,6,11,12,14,18,22,1
M,29,5,11,12,15,17,21,1
M,25,6,11,13,15,16,21,3
M,20,6,10,13,14,19,22,2
F,37,5,10,12,15,18,20,2
M,16,4,10,13,14,16,23,2
M,17,6,9,13,15,19,21,3
F,15,5,11,13,14,19,23,2
F,10,4,9,13,15,17,23,2
F,37,4,8,12,14,18,22,2
M,36,7,11,13,14,19,20,1
M,17,4,11,13,14,18,21,2
M,32,5,9,13,15,19,20,1
F,43,4,9,12,14,19,21,2
M,39,5,10,13,14,18,22,0
F,31,5,10,13,14,16,20,2
M,40,4,11,12,14,17,22,2
F,25,5,9,13,14,17,22,0
F,37,4,8,13,15,16,21,2
M,43,4,8,13,14,19,21,1
F,35,5,8,13,15,19,20,2
M,18,6,9,13,15,19,22,2
M,24,5,11,13,15,17,21,1
F,23,4,9,13,15,18,23,2
F,29,4,9,12,14,20,20,2
M,28,4,8,12,14,16,22,0
F,23,4,10,12,14,18,22,1
F,13,7,8,12,15,19,23,2
F,45,7,9,12,14,19,23,2
F,16,6,9,12,15,17,20,1
M,39,6,8,12,15,17,21,3
F,39,4,9,12,14,16,23,3
F,19,5,8,13,15,18,23,3
M,44,5,9,12,14,19,23,2
M,22,4,8,13,14,20,20,1
F,36,6,11,12,14,20,20,0
M,35,4,9,13,14,17,22,1
M,12,4,8,12,14,18,23,0
M,31,7,8,12,14,19,21,2
F,33,6,10,13,14,19,20,3
F,14,6,9,13,14,17,22,2
F,31,4,8,13,15,18,20,3
F,36,5,9,13,14,20,21,0
F,18,6,8,13,14,18,22,0
M,40,4,10,12,15,16,23,3
F,27,4,9,12,14,17,23,0
M,29,6,10,13,14,18,23,2
F,10,7,11,12,14,19,20,3
F,16,5,10,12,14,20,20,1
F,20,5,8,13,15,17,21,2
F,21,5,9,12,14,16,22,0
M,32,5,8,12,14,16,23,1
F,43,4,10,12,14,20,20,0
F,22,7,11,13,14,16,20,0
F,23,6,10,13,14,17,20,3
M,43,4,9,12,14,18,21,2
M,24,5,9,12,15,20,23,2
M,40,4,10,13,15,19,20,1
F,18,5,9,12,14,19,20,0
F,11,4,11,12,15,18,20,3
F,23,4,8,12,15,16,21,3
M,41,6,10,13,14,19,22,3
F,37,7,9,13,15,18,23,0
M,40,6,8,12,15,16,21,0
M,33,4,11,13,14,17,20,0
M,28,7,11,13,14,20,23,3
M,17,7,10,13,15,16,22,2
F,42,5,9,13,14,16,21,2
F,32,5,9,12,14,19,21,0
M,23,4,11,12,14,16,20,0
F,10,4,11,13,15,18,20,1
M,38,6,11,12,14,20,20,2
F,13,6,11,12,15,17,20,1
F,35,6,8,12,14,16,21,1
F,29,6,10,12,15,18,23,1
M,37,4,10,13,15,19,20,1
M,14,5,8,12,14,17,22,1
F,34,4,9,12,15,16,20,2
M,20,5,8,13,14,20,20,0
F,44,7,10,12,14,17,21,2
M,34,6,8,12,15,16,23,1
M,16,4,9,13,14,18,23,3
F,33,5,11,12,15,16,21,0
M,16,6,10,12,15,20,22,3
F,11,4,10,12,14,16,22,0
F,40,7,9,13,14,18,22,0
F,27,7,11,12,15,19,21,1
F,40,4,8,12,14,20,22,2
M,31,6,8,12,15,19,20,0
F,45,7,8,13,15,19,23,0
F,26,5,11,13,15,17,23,0
F,37,6,10,12,14,18,20,3
F,28,5,9,12,15,20,22,2
M,31,7,10,12,14,16,20,2
M,42,5,8,13,14,20,23,3
F,21,5,8,13,14,17,21,2
M,22,7,10,12,14,18,23,2
F,30,4,10,13,14,18,20,1
M,12,7,8,12,15,17,21,0
F,20,7,8,13,14,17,22,1
F,15,5,10,12,14,16,23,3
F,22,4,9,12,14,17,23,2
F,42,5,8,13,14,19,22,2
M,38,6,8,13,15,18,20,1
F,29,4,8,13,15,17,21,2
F,11,6,8,13,14,17,20,0
M,38,7,8,13,14,20,20,0
F,35,6,10,13,15,16,20,1
M,35,7,10,13,15,18,21,0
F,43,4,10,12,14,18,20,3
F,28,6,9,13,14,18,23,2
F,43,5,8,13,14,20,22,0
M,22,4,8,13,15,19,22,0
F,16,7,11,12,14,16,23,3
M,24,6,11,13,15,17,20,0
M,21,4,8,12,15,17,20,2
M,24,5,8,13,15,16,23,1
M,19,7,9,13,14,20,22,0
M,43,5,10,13,15,17,21,3
M,30,7,10,12,14,20,21,2
F,25,5,8,12,15,17,22,1
M,43,7,11,13,14,17,23,1
F,28,4,11,13,15,19,22,2
F,43,7,11,13,14,18,23,1
M,41,4,10,12,14,19,20,1
M,38,5,10,12,15,17,22,2
M,24,4,8,13,15,16,23,2
M,43,7,9,12,15,20,20,1
M,14,7,10,13,14,19,21,1
M,33,6,8,13,15,17,21,1
M,26,4,9,12,15,17,22,2
M,17,4,10,12,14,16,20,1
M,13,6,9,13,14,20,22,2
M,10,4,10,12,15,17,20,1
M,42,5,9,13,15,20,21,0
F,41,4,10,13,15,17,23,0
M,45,5,9,12,14,17,21,1
M,18,7,10,13,15,18,23,0
M,27,4,8,13,14,16,21,0
F,41,5,11,12,15,16,22,2
M,37,6,9,13,15,17,22,0
M,14,7,9,12,15,16,23,1
F,20,4,10,13,14,18,21,2
M,25,4,11,12,14,16,20,0
M,26,7,9,12,15,16,23,2
M,39,5,9,12,14,16,23,3
F,38,4,9,12,14,19,22,1
M,19,5,11,12,14,19,23,2
F,25,6,10,13,15,17,23,1
M,10,5,10,12,14,20,20,1
M,44,6,11,12,14,19,20,1
M,45,5,11,12,15,16,22,1
M,20,5,8,13,15,16,21,1
F,15,5,11,13,15,16,23,1
F,30,7,11,12,15,18,22,3
M,11,5,9,13,14,20,22,1
F,39,5,10,13,14,17,23,3
M,10,4,10,12,15,18,20,3
M,14,5,8,12,15,19,21,1
M,11,6,8,12,15,16,22,1
F,20,5,9,13,14,20,22,2
F,44,6,8,12,14,17,23,2
F,42,5,11,12,14,16,22,2
M,17,4,8,12,14,20,20,1
F,24,7,8,13,14,19,20,3
M,38,4,9,13,14,17,23,2
M,18,5,11,13,14,20,20,1
F,13,7,11,12,15,19,21,3
M,28,7,8,13,14,16,22,2
F,25,7,10,13,15,19,20,3
M,39,7,8,13,14,17,20,0
F,35,6,11,13,15,19,23,2
M,28,7,11,13,14,18,23,1
F,22,5,11,12,14,20,23,3
M,16,5,8,12,14,16,23,0
M,42,6,11,13,14,16,21,1
F,31,6,9,12,14,18,20,0
F,13,4,10,12,14,20,20,1
F,10,6,10,12,15,19,21,2
F,30,5,11,13,14,17,22,2
M,34,7,11,13,14,17,20,0
M,23,6,9,13,15,19,23,1
F,43,7,8,12,15,17,22,1
F,17,6,11,12,14,20,22,2
M,22,4,10,13,15,20,20,1
M,14,4,10,12,15,17,22,3
M,35,6,10,13,15,17,21,2
F,17,6,10,13,15,19,21,0
F,37,5,8,12,14,16,23,1
F,18,4,10,12,15,16,21,3
M,14,5,11,12,14,16,20,0
M,42,6,11,12,14,20,21,2
M,21,7,11,13,14,18,23,1
M,22,4,10,13,15,19,22,3
F,39,6,9,13,15,19,22,1
M,42,7,10,13,15,18,20,0
F,20,6,8,12,14,19,21,0
M,22,5,11,13,15,16,20,2
F,30,7,8,13,14,16,20,0
M,27,7,9,12,15,18,23,1
M,36,4,9,13,15,16,22,1
M,11,7,8,12,14,18,22,1
F,41,7,9,13,14,17,22,2
M,42,7,8,13,14,18,23,1
F,41,5,8,13,14,16,20,1
F,36,4,10,12,15,20,21,3
M,10,7,10,13,14,16,23,1
M,43,4,10,12,14,18,22,2
F,22,4,8,13,15,17,23,3
M,39,5,10,13,15,16,22,3
M,26,6,10,13,14,19,22,3
F,10,5,11,12,14,19,21,3
M,35,7,9,12,14,17,22,3
M,16,5,10,12,14,20,23,2
M,37,7,10,13,14,16,21,0
F,18,7,8,13,15,17,23,3
F,17,7,9,13,14,20,22,0
F,30,4,8,13,15,17,23,1
M,35,5,11,12,15,16,20,1
F,37,6,11,12,14,18,23,1
M,32,6,8,13,14,16,20,3
M,10,7,11,12,15,17,20,0
F,19,4,9,12,15,19,20,1
F,45,6,10,13,15,19,23,3
M,26,4,11,13,15,18,20,1
M,19,6,8,12,14,20,21,0
F,28,5,9,12,15,16,23,3
M,34,5,10,12,15,17,22,2
F,30,4,10,12,15,16,21,0
M,27,4,9,12,15,19,23,2
F,22,6,10,13,14,19,23,0
F,31,7,8,12,15,20,22,1
M,11,6,8,13,15,20,20,0
F,17,7,10,13,14,19,20,0
F,25,7,11,12,15,16,21,0
F,12,5,10,12,15,16,23,0
M,15,7,8,12,15,18,23,2
M,30,4,9,12,15,16,23,2
M,15,6,8,12,14,19,21,0
F,22,5,9,12,14,19,22,1
F,40,6,10,13,14,20,22,0
M,15,5,8,13,15,17,22,1
F,23,5,10,13,14,18,21,0
F,28,4,9,13,15,16,21,3
M,10,5,10,13,14,18,23,2
M,29,6,11,12,14,20,20,1
F,24,7,10,13,14,18,23,3
M,41,4,10,13,15,20,23,1
F,36,6,8,13,14,19,23,2
F,33,7,9,12,15,18,23,0
M,10,4,10,12,14,20,20,1
F,42,4,11,12,15,17,20,0
F,25,6,9,12,14,16,22,0
M,25,7,8,12,15,18,21,2
F,35,5,10,12,15,17,21,0
F,44,4,11,12,15,16,20,2
F,10,5,10,12,14,20,20,2
M,35,4,11,12,15,19,21,2
F,28,4,11,12,14,19,23,3
F,11,6,11,12,14,20,23,3
M,21,5,11,12,14,19,22,2
M,32,6,8,12,15,19,20,1
F,19,4,8,12,14,20,21,1
M,30,4,10,12,15,18,20,0
F,15,6,9,12,15,20,20,3
M,38,4,10,12,15,16,21,2
F,26,5,11,12,15,20,22,1
F,12,5,9,13,15,20,23,1
F,29,6,9,13,15,19,23,3
F,11,4,10,12,14,16,21,2
F,41,7,10,13,15,18,23,2
F,21,7,8,13,15,17,22,0
F,27,6,11,12,15,17,22,2
M,21,6,9,12,14,19,20,3
M,10,4,9,13,15,16,20,2
M,14,4,9,12,15,16,21,0
F,27,6,11,13,14,17,23,2
F,15,7,8,12,14,18,22,0
M,36,6,10,13,15,17,22,3
M,41,7,8,13,15,20,20,1
M,34,6,8,13,15,18,22,3
F,25,4,9,13,14,18,20,1
F,43,7,8,12,14,17,22,1
F,26,4,8,12,15,18,21,0
M,17,7,11,13,14,16,23,3
F,37,6,8,13,15,20,20,2
F,16,6,9,13,14,16,22,2
M,39,4,10,13,15,19,20,3
M,38,5,11,13,15,17,20,2
M,10,7,11,12,14,16,20,2
F,32,4,9,12,15,16,20,1
M,15,7,11,12,15,16,22,1
F,28,6,9,12,14,16,23,2
F,20,6,11,13,15,18,23,2
M,21,7,8,12,15,17,22,0
M,38,5,10,12,15,17,23,2
F,31,5,11,12,14,20,21,0
M,13,6,10,13,14,18,23,3
M,22,4,10,12,14,16,20,3
M,13,4,8,13,15,20,20,0
F,39,6,9,13,14,20,22,1
M,18,4,11,13,15,18,20,0
M,43,6,9,12,14,19,21,3
M,44,5,9,13,15,19,23,2
M,19,6,9,12,15,17,22,1
M,12,4,10,13,15,18,23,2
F,19,4,8,12,14,16,20,0
M,19,5,9,12,14,17,20,3
M,12,6,11,12,15,18,20,1
F,30,7,8,12,15,18,23,3
F,20,5,9,12,15,17,23,1
F,23,6,11,13,14,20,22,1
F,36,5,11,13,14,16,20,1
F,42,5,10,12,14,19,21,3
F,40,5,8,12,14,19,21,3
F,45,6,9,13,15,18,20,1
F,33,4,9,12,15,17,22,2
M,14,6,8,13,14,19,23,2
F,29,4,11,12,14,18,23,1
M,37,4,9,12,14,20,23,0
F,41,6,11,12,14,17,22,2
M,44,6,8,13,14,20,21,2
M,22,7,10,13,15,17,23,0
F,14,6,8,13,15,20,21,2
F,38,7,9,13,15,19,20,2
F,12,4,11,13,14,16,22,3
M,12,6,10,12,15,20,20,2
F,23,5,9,12,15,17,23,2
M,10,6,11,13,14,19,21,0
M,32,5,9,12,14,16,20,3
M,30,5,10,13,14,17,21,2
M,28,7,10,13,14,16,23,1
M,17,4,11,13,14,17,20,0
M,20,5,10,12,14,18,23,3
F,13,6,9,12,15,16,23,3
M,15,4,9,12,14,18,21,1
M,22,5,11,12,14,17,22,0
M,37,5,8,12,15,16,22,3
F,11,4,8,13,15,19,23,0
M,28,5,10,12,14,18,20,1
M,17,4,9,13,15,16,21,0
F,33,7,10,13,14,18,20,3
F,27,4,10,13,15,16,23,3
F,24,5,10,12,14,19,22,3
M,15,6,8,12,14,17,21,3
M,33,7,9,12,15,17,22,3
F,17,5,9,12,14,18,22,2
M,28,4,9,12,15,19,21,3
M,16,4,8,12,15,20,20,1
F,31,4,8,12,14,17,21,1
F,27,4,8,13,14,16,22,1
F,40,4,9,13,14,19,21,0
M,32,4,11,13,15,16,20,1
M,28,4,10,13,15,17,23,1
M,11,4,8,12,14,20,23,1
F,15,6,10,12,15,19,20,3
F,44,5,11,12,14,18,21,0
F,25,6,10,12,15,17,21,1
M,45,6,11,12,14,17,20,2
M,35,6,9,13,14,17,21,3
M,20,5,9,12,15,20,22,1
M,36,4,10,13,14,17,22,1
M,23,6,11,12,15,17,23,0
F,22,4,8,12,14,17,21,0
F,35,5,9,13,15,20,21,3
M,18,5,9,13,15,19,21,3
M,14,4,9,13,14,20,20,0
M,10,6,10,13,15,17,20,3
M,28,6,10,12,14,19,22,3
F,40,6,11,12,14,17,20,2
F,38,4,8,12,15,18,20,2
F,21,7,10,13,15,17,23,0
M,40,6,8,12,14,19,21,2
M,10,4,11,12,14,17,20,1
M,22,4,10,13,15,17,20,2
F,25,5,8,13,14,19,21,0
M,18,4,11,12,14,18,21,0
F,31,7,8,12,15,17,21,0
F,22,4,9,13,15,16,20,3
F,17,7,11,12,15,17,21,1
F,33,7,8,12,15,19,22,0
M,11,5,10,12,14,18,21,3
F,14,4,11,12,14,18,20,0
F,14,6,11,12,14,17,21,0
M,15,6,11,13,15,16,21,3
M,18,6,8,13,15,18,22,0
M,19,6,10,13,14,20,20,1
F,38,7,10,12,15,16,20,1
M,26,7,11,12,14,19,23,1
M,37,4,10,12,15,18,23,2
M,24,5,9,12,14,18,20,1
M,42,4,9,13,15,17,23,3
F,25,4,9,13,15,19,20,1
M,44,4,8,12,14,18,20,3
M,34,4,9,13,14,18,23,2
F,12,5,9,12,15,16,23,3
F,30,5,11,13,14,17,22,1
F,12,5,8,12,15,16,22,3
M,20,6,11,13,14,18,21,3
M,36,4,8,13,15,20,20,1
F,40,6,8,12,15,17,22,2
M,25,6,8,13,14,18,22,3
M,31,5,9,13,15,16,23,2
M,12,5,9,12,15,20,21,0
F,44,7,10,13,15,18,22,3
F,15,7,11,13,15,16,20,2
F,19,7,9,13,14,19,23,3
F,19,4,10,12,14,17,23,1
F,40,7,8,12,15,18,21,1
F,13,4,9,13,14,16,23,3
M,15,4,10,12,14,19,20,2
M,38,5,8,12,14,16,21,3
M,41,5,9,12,14,18,20,2
M,38,5,9,12,14,20,23,2
F,22,6,11,12,14,18,22,3
M,31,5,9,13,14,18,22,2
M,11,5,9,13,15,20,23,1
F,38,5,9,12,15,20,20,0
F,18,4,11,12,15,17,23,2
F,27,4,10,13,14,18,22,2
F,18,5,10,13,15,19,22,1
M,23,4,10,12,14,19,23,0
M,30,5,11,12,15,20,23,1
F,24,7,10,13,15,16,22,0
F,22,4,10,13,14,20,20,1
M,40,7,9,13,15,17,20,3
F,23,4,8,13,15,16,23,1
F,24,6,10,12,14,16,23,1
F,21,5,9,13,15,19,23,1
M,37,7,11,12,15,17,20,1
F,42,5,9,13,14,19,21,0
M,25,4,10,12,14,17,20,0
M,45,4,9,12,15,16,22,1
F,38,5,10,13,15,17,20,2
M,30,6,8,12,14,18,20,0
F,13,5,10,13,15,20,22,1
F,30,7,11,13,14,18,21,2
M,36,5,11,13,14,18,20,2
F,28,5,10,13,15,19,20,2
F,27,4,10,12,14,18,21,3
M,44,5,8,12,15,17,21,1
F,16,7,11,13,14,20,21,3
F,28,5,8,12,15,20,22,2
M,16,5,10,13,15,19,21,0
M,15,7,9,13,14,16,22,2
M,40,5,10,13,14,18,21,3
F,21,7,10,13,14,17,21,3
M,33,4,8,12,14,16,23,0
F,35,5,10,12,15,17,23,2
M,37,5,8,13,14,16,22,1
F,18,4,8,12,15,16,23,3
M,26,7,10,13,15,18,23,3
F,41,6,11,13,14,16,21,0
F,14,5,8,13,15,16,23,2
M,28,5,8,12,15,16,21,2
M,22,5,9,13,14,19,20,0
M,16,4,10,12,14,16,23,3
F,24,4,9,12,15,19,20,2
F,23,5,10,12,14,18,20,2
F,40,7,8,13,14,16,21,2
M,25,4,9,13,15,19,22,1
F,31,7,8,12,14,20,20,2
M,41,7,8,12,14,19,23,0
M,26,7,11,12,15,18,23,0
F,22,7,9,13,14,20,20,3
F,41,5,9,12,15,17,21,2
M,36,5,8,13,15,18,22,2
F,25,6,10,12,14,17,22,3
M,21,6,10,12,15,16,22,1
F,10,7,11,13,14,20,20,0
F,35,7,9,12,14,18,22,1
F,31,7,11,12,15,16,23,3
M,35,5,9,13,14,19,22,2
F,31,5,9,12,14,16,23,2
F,10,7,9,12,14,17,23,2
M,45,7,10,12,14,18,23,3
M,10,6,10,12,15,16,23,3
M,12,4,9,12,14,18,23,1
F,44,5,9,12,14,18,22,0
M,24,6,10,13,14,20,21,3
F,13,4,9,12,15,19,22,2
M,31,6,10,13,14,17,22,3
M,22,7,9,13,15,19,20,0
F,19,4,11,13,14,19,23,2
F,24,5,9,13,14,19,20,0
M,13,7,10,12,14,17,20,0
